N.Y.C. TRANSIT AUTHORITY,339,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,412,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
DEPARTMENT OF HEALTH AND M,10252,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52316,$50K,Below 50K
DEPARTMENT OF HEALTH AND M,1002,$90K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,876,$20K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,253,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,726,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
TRIBOROUGH BRIDGE AND TUNN,70710,$60K,Above 50K
DISTRICT ATTORNEY-QUEENS C,30114,$100K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
DEPARTMENT OF CITYWIDE ADM,91650,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,100,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,91232,$50K,Below 50K
DEPARTMENT OF DESIGN AND C,13615,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,321,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,579,$80K,Above 50K
POLICE DEPARTMENT,70260,$110K,Above 50K
CUNY QUEENSBOROUGH COMMUNI,4608,$00K,Below 50K
CUNY QUEENSBOROUGH COMMUNI,4099,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF SANITATION,92340,$00K,Below 50K
DEPARTMENT OF FINANCE,40523,$40K,Below 50K
HOUSING PRESERVATION & DEV,56057,$30K,Below 50K
DEPARTMENT OF CITYWIDE ADM,91628,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,91619,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,598,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,910,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,100,$70K,Above 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
DEPARTMENT OF CORRECTION,91925,$00K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,1024A,$90K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
DEPARTMENT OF TRANSPORTATI,91717,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,71012,$40K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
BOROUGH PRESIDENT-QUEENS,56058,$60K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4294,$00K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,4625,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF SANITATION,10250,$20K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,619,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,321,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,31113,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
BOARD OF ELECTIONS,94367,$00K,Below 50K
CUNY MANHATTAN COMMUNITY C,10102,$00K,Below 50K
DEPARTMENT OF EDUCATION,91717,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,560,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
FIRE DEPARTMENT,53053,$40K,Below 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4688,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,00A78,$90K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
DEPARTMENT OF ENVIRONMENTA,90739,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
ADMINISTRATION FOR CHILDRE,10251,$40K,Below 50K
DEPARTMENT OF YOUTH AND CO,12627,$70K,Above 50K
DEPARTMENT OF HEALTH AND M,51263,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,912,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,412,$60K,Above 50K
POLICE DEPARTMENT,70260,$110K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF EDUCATION,13631,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
CUNY BRONX COMMUNITY COLLE,4294,$00K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,878,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
DEPARTMENT FOR THE AGING,9749,$00K,Below 50K
DISTRICT ATTORNEY-KINGS CO,56057,$40K,Below 50K
DEPARTMENT OF HEALTH AND M,10252,$30K,Below 50K
POLICE DEPARTMENT,10124,$40K,Below 50K
CUNY HUNTER COLLEGE HIGH S,4617,$00K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,4861,$00K,Below 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00T26,$60K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,100,$70K,Above 50K
DEPARTMENT OF HOMELESS SER,56057,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,80205,$60K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,71012,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,387,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$50K,Below 50K
FIRE DEPARTMENT,53053,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,00TC1,$50K,Below 50K
POLICE DEPARTMENT,10147,$40K,Below 50K
POLICE DEPARTMENT,10147,$40K,Below 50K
DEPARTMENT FOR THE AGING,52441,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,601,$80K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
DEPARTMENT OF CORRECTION,60948,$40K,Below 50K
DEPARTMENT OF EDUCATION,56058,$50K,Below 50K
DEPARTMENT OF EDUCATION,50910,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,412,$60K,Above 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
DEPARTMENT OF EDUCATION,56057,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,242,$40K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,70810,$30K,Below 50K
NYC EMPLOYEES' RETIREMENT,10251,$40K,Below 50K
CUNY HUNTER COLLEGE HIGH S,4099,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$40K,Below 50K
DEPARTMENT OF HEALTH AND M,51011,$70K,Above 50K
DEPARTMENT OF CULTURAL AFF,56057,$40K,Below 50K
HOUSING PRESERVATION & DEV,22508,$80K,Above 50K
CUNY QUEENSBOROUGH COMMUNI,4607,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,217,$50K,Below 50K
LAW DEPARTMENT,30112,$110K,Above 50K
DEPARTMENT OF PROBATION,21744,$70K,Above 50K
CUNY BRONX COMMUNITY COLLE,4108,$110K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
DEPARTMENT OF HOMELESS SER,56058,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52316,$50K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF CONSUMER AFF,56058,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,56057,$30K,Below 50K
DEPARTMENT OF PARKS & RECR,90641,$30K,Below 50K
N.Y.C. HOUSING AUTHORITY,80201,$50K,Below 50K
DEPARTMENT OF EDUCATION,56057,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,81106,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,253,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,912,$50K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,80609,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
HOUSING PRESERVATION & DEV,56057,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
DEPARTMENT OF PARKS & RECR,90641,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,412,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
CUNY MANHATTAN COMMUNITY C,4294,$00K,Below 50K
DEPARTMENT OF TRANSPORTATI,20215,$60K,Above 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
POLICE DEPARTMENT,7021,$80K,Above 50K
DEPARTMENT OF EDUCATION,12832,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,10026,$130K,Above 50K
N.Y.C. HOUSING AUTHORITY,80210,$70K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF SANITATION,70112,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,13632,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
FIRE DEPARTMENT,31661,$30K,Below 50K
DEPARTMENT OF HEALTH AND M,83051,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF HOMELESS SER,70810,$30K,Below 50K
DEPARTMENT OF SANITATION,92510,$00K,Below 50K
DEPARTMENT OF TRANSPORTATI,91504,$60K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,163,$50K,Below 50K
DEPARTMENT OF CONSUMER AFF,56057,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,616,$50K,Below 50K
FIRE DEPARTMENT,70310,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,392,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,213,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,158,$60K,Above 50K
CUNY LAGUARDIA COMMUNITY C,10102,$00K,Below 50K
CUNY BRONX COMMUNITY COLLE,4294,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$40K,Below 50K
DEPARTMENT OF TRANSPORTATI,91805,$00K,Below 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,412,$50K,Below 50K
FIRE DEPARTMENT,92587,$60K,Above 50K
DEPARTMENT OF TRANSPORTATI,91805,$00K,Below 50K
LAW DEPARTMENT,10209,$00K,Below 50K
DEPARTMENT OF HEALTH AND M,1002A,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,412,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,616,$50K,Below 50K
DEPARTMENT OF EDUCATION,B0087,$80K,Above 50K
TRIBOROUGH BRIDGE AND TUNN,90807,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,817,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$30K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF TRANSPORTATI,92472,$00K,Below 50K
FIRE DEPARTMENT,53053,$40K,Below 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,819,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,80205,$50K,Below 50K
N.Y.C. HOUSING AUTHORITY,82011,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$30K,Below 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
POLICE DEPARTMENT,92005,$00K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,4689,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,20210,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
DEPARTMENT OF ENVIRONMENTA,10015,$90K,Above 50K
POLICE DEPARTMENT,12158,$40K,Below 50K
DEPARTMENT OF EDUCATION,10252,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
N.Y.C. HOUSING AUTHORITY,80201,$50K,Below 50K
DEPARTMENT OF PARKS & RECR,56058,$60K,Above 50K
POLICE DEPARTMENT,70235,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10124,$70K,Above 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
CUNY MANHATTAN COMMUNITY C,10102,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
DEPARTMENT OF EDUCATION,56058,$60K,Above 50K
OFFICE OF THE MAYOR,0527A,$50K,Below 50K
TRIBOROUGH BRIDGE AND TUNN,70711,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,412,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,638,$90K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,10101,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,10050,$100K,Above 50K
POLICE DEPARTMENT,70265,$140K,Above 50K
BOARD OF ELECTIONS,94216,$30K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,91644,$00K,Below 50K
TRIBOROUGH BRIDGE AND TUNN,10209,$00K,Below 50K
TRIBOROUGH BRIDGE AND TUNN,83008,$130K,Above 50K
DEPARTMENT OF EDUCATION,13641,$110K,Above 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
DEPARTMENT OF HOMELESS SER,1002A,$70K,Above 50K
POLICE DEPARTMENT,70235,$90K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
FIRE DEPARTMENT,53054,$50K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF FINANCE,0667A,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,30087,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,402,$20K,Below 50K
TRIBOROUGH BRIDGE AND TUNN,70710,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
POLICE DEPARTMENT,7021B,$90K,Above 50K
LAW DEPARTMENT,30112,$120K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
FIRE DEPARTMENT,70310,$30K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,212,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,13621,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF SANITATION,20127,$70K,Above 50K
DEPARTMENT OF HOMELESS SER,13691,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,816,$70K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,350,$100K,Above 50K
DEPARTMENT OF EDUCATION,54483,$50K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,579,$80K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,13611,$50K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF FINANCE,13620,$40K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,10101,$00K,Below 50K
DEPARTMENT OF HEALTH AND M,5100B,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,90698,$00K,Below 50K
DEPARTMENT OF FINANCE,10251,$40K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10251,$30K,Below 50K
DISTRICT ATTORNEY-BRONX CO,56057,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,974,$80K,Above 50K
DISTRICT ATTORNEY-QUEENS C,30114,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,412,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,813,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
DEPARTMENT OF EDUCATION,90510,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,389,$50K,Below 50K
N.Y.C. HOUSING AUTHORITY,80205,$60K,Above 50K
ADMINISTRATION FOR CHILDRE,10251,$30K,Below 50K
POLICE DEPARTMENT,90698,$00K,Below 50K
DEPARTMENT OF FINANCE,40523,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,608,$60K,Above 50K
CUNY BRONX COMMUNITY COLLE,4008,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,56058,$60K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
N.Y.C. HOUSING AUTHORITY,80201,$50K,Below 50K
LAW DEPARTMENT,10251,$00K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,252,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$40K,Below 50K
DEPARTMENT OF HOMELESS SER,10124,$50K,Below 50K
DEPARTMENT OF ENVIRONMENTA,90739,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
N.Y.C. HOUSING AUTHORITY,10074,$80K,Above 50K
DEPARTMENT FOR THE AGING,52441,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
ADMINISTRATION FOR CHILDRE,52369,$40K,Below 50K
DEPARTMENT OF FINANCE,1002C,$70K,Above 50K
FIRE DEPARTMENT,30087,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,547,$80K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,90644,$30K,Below 50K
OFFICE OF THE MAYOR,0668A,$50K,Below 50K
FIRE DEPARTMENT,10251,$40K,Below 50K
CUNY MANHATTAN COMMUNITY C,4071,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
FIRE DEPARTMENT,31661,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF CORRECTION,70410,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$40K,Below 50K
DEPARTMENT OF SANITATION,7019B,$150K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00T07,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,136,$150K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$60K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,51613,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52311,$50K,Below 50K
DEPARTMENT OF PARKS & RECR,1002C,$80K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
TAXI AND LIMOUSINE COMMISS,35143,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,817,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,40526,$40K,Below 50K
ADMINISTRATION FOR CHILDRE,52450,$30K,Below 50K
N.Y.C. HOUSING AUTHORITY,91619,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,1002C,$50K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
DEPARTMENT OF HOMELESS SER,52632,$60K,Above 50K
DEPARTMENT OF SANITATION,71681,$20K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,265,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
DEPARTMENT OF SANITATION,92511,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,10124,$50K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
POLICE DEPARTMENT,71012,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10124,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$40K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,389,$50K,Below 50K
FIRE DEPARTMENT,53053,$30K,Below 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
OFFICE OF THE MAYOR,6423,$60K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
DEPARTMENT OF EDUCATION,6786,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,60888,$30K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$20K,Below 50K
N.Y.C. HOUSING AUTHORITY,10252,$30K,Below 50K
FIRE DEPARTMENT,92575,$100K,Above 50K
POLICE DEPARTMENT,10147,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
POLICE DEPARTMENT,10026,$180K,Above 50K
N.Y.C. TRANSIT AUTHORITY,913,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10251,$30K,Below 50K
DEPARTMENT OF EDUCATION,54504,$30K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10251,$20K,Below 50K
LAW DEPARTMENT,30080,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,350,$100K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4626,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,585,$80K,Above 50K
POLICE DEPARTMENT,92510,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,878,$30K,Below 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
NYC EMPLOYEES' RETIREMENT,40491,$40K,Below 50K
DEPARTMENT OF HEALTH AND M,21744,$90K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF HEALTH AND M,31220,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4108,$110K,Above 50K
BOARD OF ELECTIONS,94204,$100K,Above 50K
DEPARTMENT OF ENVIRONMENTA,90739,$00K,Below 50K
DEPARTMENT OF EDUCATION,40493,$40K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
